"spec","item","variable","response","refits","n_min","n_max","mean_shap","minimum","maximum","positive_refits","negative_refits"
"primary","Q754_Q762R7","Q754_Q762R7C2","(0) NO TO: Yes, someone else in my household",3,480,489,-2.50802019707883e-05,-5.19267482841349e-05,-6.35152349309715e-06,0,3
"primary","Q754_Q762R7","Q754_Q762R7C2","(1) Yes, someone else in my household",3,32,41,6.48269978279948e-05,1.43613270610627e-05,9.80675118740558e-05,3,0
"primary","Q754_Q762R7","Q754_Q762R7C3","(0) NO TO: No, nobody in my household",3,79,84,6.01958210045703e-05,-3.24506883393657e-05,0.000207138043065552,2,1
"primary","Q754_Q762R7","Q754_Q762R7C3","(1) No, nobody in my household",3,437,442,-3.47249017605936e-05,-4.89991517699141e-05,-1.17908674050698e-05,0,3
"primary","Q754_Q762R8","Q754_Q762R8C1","(0) NO TO: Yes, me",3,458,472,1.81555829502915e-05,8.08978685478593e-06,2.58364443520113e-05,3,0
"primary","Q754_Q762R8","Q754_Q762R8C1","(1) Yes, me",3,49,63,-0.000426212150340148,-0.000845274113875153,-0.000117556504160676,0,3
"primary","Q754_Q762R8","Q754_Q762R8C2","(0) NO TO: Yes, someone else in my household",3,477,481,3.72303756163825e-05,7.18141143796487e-06,7.24430307595854e-05,3,0
"primary","Q754_Q762R8","Q754_Q762R8C2","(1) Yes, someone else in my household",3,40,44,-0.000678839774544184,-0.00142673583692223,-0.000148279740140203,0,3
"primary","Q754_Q762R8","Q754_Q762R8C3","(0) NO TO: No, nobody in my household",3,79,94,-0.000531957350400069,-0.00108301364908167,-0.000129427552191646,0,3
"primary","Q754_Q762R8","Q754_Q762R8C3","(1) No, nobody in my household",3,427,442,7.41654628836651e-05,2.10965081026241e-05,0.000138796547124654,3,0
"primary","Q754_Q762R9","Q754_Q762R9C1","(0) NO TO: Yes, me",3,429,445,-2.91763024534756e-05,-4.80400212207865e-05,4.49221376248452e-06,1,2
"primary","Q754_Q762R9","Q754_Q762R9C1","(1) Yes, me",3,76,92,0.000214676896004825,8.20689119960332e-06,0.000379959696410772,3,0
"primary","Q754_Q762R9","Q754_Q762R9C2","(0) NO TO: Yes, someone else in my household",3,468,485,-8.91856802643877e-06,-1.85041275206741e-05,-8.50596021777736e-07,0,3
"primary","Q754_Q762R9","Q754_Q762R9C2","(1) Yes, someone else in my household",3,36,53,0.000175182777312445,7.92983783208578e-05,0.000321692779143632,3,0
"primary","Q754_Q762R9","Q754_Q762R9C3","(0) NO TO: No, nobody in my household",3,108,136,0.000185706270219408,1.27757905133437e-05,0.000345522608301252,3,0
"primary","Q754_Q762R9","Q754_Q762R9C3","(1) No, nobody in my household",3,385,413,-4.54713196499201e-05,-8.46924409298882e-05,3.0827239979878e-06,1,2
"primary","Q763_Q766R1","Q763_Q766R1","(1) Yes",3,32,39,0.000149878137312218,-4.52906758141441e-05,0.000420557281361605,2,1
"primary","Q763_Q766R1","Q763_Q766R1","(2) No",3,111,125,-7.06415071560176e-05,-0.000152049559104597,5.07707826362885e-06,1,2
"primary","Q763_Q766R1","Q763_Q766R1","Not observed / routed",3,357,378,1.11802892973667e-06,-7.38826934898492e-05,6.1993767632544e-05,2,1
"primary","Q763_Q766R2","Q763_Q766R2","(1) Yes",3,50,55,2.06516309123287e-05,-6.13752278190894e-05,0.000121298770364059,2,1
"primary","Q763_Q766R2","Q763_Q766R2","(2) No",3,93,112,-0.00020904006301777,-0.000321518907231226,-0.000111384483750319,0,3
"primary","Q763_Q766R2","Q763_Q766R2","Not observed / routed",3,357,378,4.91640281490008e-05,3.8385341770464e-05,6.55627695833655e-05,3,0
"primary","Q763_Q766R3","Q763_Q766R3","(1) Yes",3,54,58,-0.000165157186551649,-0.000320819003269566,-5.66904651382262e-05,0,3
"primary","Q763_Q766R3","Q763_Q766R3","(2) No",3,86,106,-0.000114724549821861,-0.000158535193936214,-3.52800588858836e-05,0,3
"primary","Q763_Q766R3","Q763_Q766R3","Not observed / routed",3,357,378,6.19862144812022e-05,3.19849279670729e-05,8.21206105648002e-05,3,0
"primary","Q763_Q766R4","Q763_Q766R4","(1) Yes",3,69,78,3.64058518522246e-05,-6.46896679214379e-05,8.76040421593173e-05,2,1
"primary","Q763_Q766R4","Q763_Q766R4","(2) No",3,65,95,1.38400052146396e-05,-3.16728645987704e-05,6.52256784054912e-05,2,1
"primary","Q763_Q766R4","Q763_Q766R4","Not observed / routed",3,357,378,-1.05122513819074e-05,-3.21079863458774e-05,1.09725932196376e-05,1,2
"primary","Q767_Q771R1","Q767_Q771R1","(1) Yes",3,35,48,0.000109181770739357,-0.000163436886939447,0.000374052077969734,2,1
"primary","Q767_Q771R1","Q767_Q771R1","(2) No",3,72,82,9.5059235354999e-05,-5.2582209325875e-05,0.000344563573640172,1,2
"primary","Q767_Q771R1","Q767_Q771R1","Not observed / routed",3,398,410,-1.98878356482053e-05,-9.10076894985757e-05,3.6586159993822e-05,1,2
"primary","Q767_Q771R2","Q767_Q771R2","(1) Yes",3,18,19,0.000161873267226827,-3.02030235699397e-05,0.00048307200281342,2,1
"primary","Q767_Q771R2","Q767_Q771R2","(2) No",3,93,104,0.000155208256913465,3.37820583570339e-05,0.00031329807586989,3,0
"primary","Q767_Q771R2","Q767_Q771R2","Not observed / routed",3,398,410,-3.1570750662704e-05,-6.43834875799897e-05,-1.10079787380243e-05,0,3
"primary","Q767_Q771R3","Q767_Q771R3","(1) Yes",1,10,10,-0.000632434403304203,-0.000632434403304203,-0.000632434403304203,0,1
"primary","Q767_Q771R3","Q767_Q771R3","(2) No",3,105,113,5.36016682830758e-05,-7.45207759044657e-06,0.000168257082439674,1,1
"primary","Q767_Q771R3","Q767_Q771R3","Not observed / routed",3,398,410,-1.2840677233052e-05,-3.10260571254788e-05,0,0,2
"primary","Q767_Q771R4","Q767_Q771R4","(1) Yes",3,25,28,0.000213450365572455,8.16298889832153e-05,0.000449201452314883,3,0
"primary","Q767_Q771R4","Q767_Q771R4","(2) No",3,86,95,3.3939703787203e-05,-4.28951244347156e-05,0.000162448340068378,1,2
"primary","Q767_Q771R4","Q767_Q771R4","Not observed / routed",3,398,410,-3.32923488379137e-05,-3.42327935691478e-05,-3.20619881227664e-05,0,3
"primary","Q767_Q771R5","Q767_Q771R5","(1) Yes",2,10,11,5.82223956472106e-05,-1.05988200542079e-05,0.000127043611348629,1,1
"primary","Q767_Q771R5","Q767_Q771R5","(2) No",3,101,114,7.46070276603421e-05,-7.83464878491803e-05,0.000300532633048733,2,1
"primary","Q767_Q771R5","Q767_Q771R5","Not observed / routed",3,398,410,-1.11154113679336e-05,-4.3473031319033e-05,7.9690766837951e-06,2,1
"primary","Q76","Q76R1","(1) 1",3,185,198,6.44681729246382e-05,4.78444282256296e-05,9.28962866587457e-05,3,0
"primary","Q76","Q76R1","(2) 2",3,130,149,-6.64045200115643e-05,-0.000261583101601918,0.000110066075308991,1,2
"primary","Q76","Q76R1","(3) 3",3,45,61,1.69140846513729e-05,-9.89971767906594e-05,0.000186614686319326,1,2
"primary","Q76","Q76R1","(4) 4",3,36,43,-0.00033902377561806,-0.000616841755568829,-0.000182830006527092,0,3
"primary","Q76","Q76R1","(5) 5",3,19,29,-0.000511652234774088,-0.00124633527657024,0.000160680911318478,1,2
"primary","Q76","Q76R1","(6) 6",3,68,80,-0.000147975607763041,-0.000512670691754313,4.13975142972632e-05,2,1
"primary","Q76","Q76R2","(1) 1",3,263,272,-0.000194659300495519,-0.000406190908368758,4.45956658566835e-05,1,2
"primary","Q76","Q76R2","(2) 2",3,150,158,-0.000162627227051556,-0.000305884114721657,8.98994018422449e-05,1,2
"primary","Q76","Q76R2","(3) 3",3,49,54,-0.000193142753350577,-0.000299684680817549,-4.47247145135045e-05,0,3
"primary","Q76","Q76R2","(4) 4",3,21,33,-0.000264444471128138,-0.000484615405955216,-0.000132678308494554,0,3
"primary","Q76","Q76R2","(5) 5",3,13,19,0.00417060322418935,0.000383269892439025,0.00610046862567049,3,0
"primary","Q76","Q76R3","(1) 1",3,17,22,-0.00046633913747304,-0.00145432857211682,0.000247251658259543,1,2
"primary","Q76","Q76R3","(2) 2",3,62,67,2.23634354636098e-05,-0.000184510353522801,0.000279596477760885,1,2
"primary","Q76","Q76R3","(3) 3",3,95,116,-6.04708960875381e-05,-0.000300667594513847,0.000342573740215729,1,2
"primary","Q76","Q76R3","(4) 4",3,92,103,4.67846115935511e-05,-0.000103965348856502,0.00026330424059859,1,2
"primary","Q76","Q76R3","(5) 5",3,101,111,-9.5723044454812e-05,-0.00026103367907877,0.00018253687478527,1,2
"primary","Q76","Q76R3","(6) 6",3,118,128,-9.12158093385597e-05,-0.000376077011802455,0.000259032419035116,1,2
"primary","Q76","Q76R4","(1) 1",3,11,27,0.00066558483729177,-7.89793525606713e-05,0.00186939070050772,2,1
"primary","Q76","Q76R4","(2) 2",3,58,77,0.00011250403712954,-0.000243870259664571,0.000341918344032591,2,1
"primary","Q76","Q76R4","(3) 3",3,134,150,-0.000118350503673255,-0.000309679382257262,0.000103586122770456,1,2
"primary","Q76","Q76R4","(4) 4",3,129,148,-0.000234790419365156,-0.000374466980351867,-0.000104685932917987,0,3
"primary","Q76","Q76R4","(5) 5",3,108,110,-0.000154824923387456,-0.000530523494679244,0.000358563495085248,1,2
"primary","Q76","Q76R4","(6) 6",3,35,50,0.000175359249082922,-0.000175808404409306,0.000709835543857413,1,2
"primary","Q76","Q76R5","(1) 1",3,15,22,0.000246411894354402,-2.29743469752372e-05,0.000485954056453051,2,1
"primary","Q76","Q76R5","(2) 2",3,76,90,-0.000117268080795344,-0.000296615193410968,5.145461941396e-05,1,2
"primary","Q76","Q76R5","(3) 3",3,107,124,-2.42925107541285e-05,-0.000121354839454796,0.000130634775635041,1,2
"primary","Q76","Q76R5","(4) 4",3,116,143,0.000144843481760808,-0.000271968665088187,0.000527562709703117,2,1
"primary","Q76","Q76R5","(5) 5",3,91,96,-0.000313312401548263,-0.000426429473502069,-0.000161851218359129,0,3
"primary","Q76","Q76R5","(6) 6",3,78,87,-0.000148134015636552,-0.000245533188584403,-1.95669731409659e-05,0,3
"primary","Q76","Q76R6","(2) 2",3,14,17,-6.9295271956314e-06,-0.000740216381085387,0.000692481532233276,2,1
"primary","Q76","Q76R6","(3) 3",3,40,54,6.75385899041557e-05,-0.000483889173363057,0.000549022907649479,2,1
"primary","Q76","Q76R6","(4) 4",3,87,97,-1.73642963493436e-05,-6.8959938753485e-05,7.42822930558112e-05,1,2
"primary","Q76","Q76R6","(5) 5",3,167,176,-0.000161573111328007,-0.000239225362652161,-7.19475149518668e-05,0,3
"primary","Q76","Q76R6","(6) 6",3,181,196,-4.85841332033736e-05,-0.00021551822503413,0.000201088262615566,1,2
"primary","Q773","Q773","(001) Less than a year",3,14,16,-5.04381184974436e-05,-0.000208488752483989,6.86212616451843e-05,1,2
"primary","Q773","Q773","(002) 1 year",2,11,11,-4.16697298874268e-05,-5.46673158047565e-05,-2.8672143970097e-05,0,2
"primary","Q773","Q773","(102) 2 years",3,15,20,-3.72262485110014e-05,-0.000186162784202398,0.000219385664975986,1,2
"primary","Q773","Q773","(103) 3 years",3,20,30,-0.000155423690529581,-0.000582449980880315,0.000228998396510333,1,2
"primary","Q773","Q773","(104) 4 years",3,15,21,4.69603199221546e-06,-0.000558226671973849,0.000488323411637033,2,1
"primary","Q773","Q773","(105) 5 years",3,19,26,0.000158494576549751,4.38741734939387e-06,0.00035182070767739,3,0
"primary","Q773","Q773","(106) 6 years",3,19,22,-0.000121505035587072,-0.00019324181146921,-4.19892669062249e-05,0,3
"primary","Q773","Q773","(107) 7 years",1,13,13,0.000681104711830177,0.000681104711830177,0.000681104711830177,1,0
"primary","Q773","Q773","(108) 8 years",2,10,17,0.000213050903798016,0.000144443245409713,0.000281658562186319,2,0
"primary","Q773","Q773","(110) 10 years",3,12,22,2.49240280274132e-05,-4.31954655408401e-05,0.000129253396722373,1,2
"primary","Q773","Q773","(111) 11 years",1,14,14,-0.000438858975925278,-0.000438858975925278,-0.000438858975925278,0,1
"primary","Q773","Q773","(112) 12 years",2,11,12,0.000799030305320778,0.000174426905486728,0.00142363370515483,2,0
"primary","Q773","Q773","(115) 15 years",3,16,18,-4.68153280444464e-05,-0.000103392658158378,2.58626583298898e-05,1,2
"primary","Q773","Q773","(116) 16 years",2,10,10,0.0004460993612557,0.000426285388136458,0.000465913334374942,2,0
"primary","Q773","Q773","(117) 17 years",1,13,13,0.00121947205257495,0.00121947205257495,0.00121947205257495,1,0
"primary","Q773","Q773","(118) 18 years",2,10,11,0.00154769468999611,-0.000228081064195969,0.00332347044418818,1,1
"primary","Q773","Q773","(120) 20 years",3,18,24,-0.000343157591603081,-0.000605345733945658,-0.000147252207791705,0,3
"primary","Q773","Q773","(121) 21 years",1,11,11,-5.99098717030069e-05,-5.99098717030069e-05,-5.99098717030069e-05,0,1
"primary","Q773","Q773","(122) 22 years",1,13,13,-0.000387537681805342,-0.000387537681805342,-0.000387537681805342,0,1
"primary","Q773","Q773","(125) 25 years",3,11,13,-0.000139444834400692,-0.000643766505368051,0.00046707104874468,1,2
"primary","Q773","Q773","(126) 26 years",1,10,10,-0.000933156628220893,-0.000933156628220893,-0.000933156628220893,0,1
"primary","Q773","Q773","(129) 29 years",1,12,12,-0.000323072412282964,-0.000323072412282964,-0.000323072412282964,0,1
"primary","Q773","Q773","(130) 30 years",3,19,23,0.000105120861474691,-8.21337158891475e-05,0.000233210592261781,2,1
"primary","Q773","Q773","(135) 35 years",1,13,13,0.000216261721206141,0.000216261721206141,0.000216261721206141,1,0
"primary","Q773","Q773","(140) 40 years",3,10,13,-0.000447313885559534,-0.00114338343584357,5.05687626971577e-05,1,2
"primary","Q774","Q774","(001) Less than a year",3,23,25,-3.49428954492851e-05,-0.000187895573530093,9.79730322364496e-05,1,2
"primary","Q774","Q774","(002) 1 year",3,18,24,-0.000275176877660887,-0.000417721913595303,-2.15985172437548e-05,0,3
"primary","Q774","Q774","(102) 2 years",3,31,38,-6.28991689638941e-06,-0.000181540982166454,0.000105066120084232,2,1
"primary","Q774","Q774","(103) 3 years",3,32,41,-0.00017070669159227,-0.000437087681586227,1.49960096704394e-05,1,2
"primary","Q774","Q774","(104) 4 years",3,27,35,-0.000809719733868246,-0.00141297602728474,5.78544748233662e-05,1,2
"primary","Q774","Q774","(105) 5 years",3,35,39,-5.13430108192865e-05,-0.000105651390970516,2.37841493819948e-05,1,2
"primary","Q774","Q774","(106) 6 years",3,20,23,-3.97269586798207e-05,-0.000214675015153561,5.25981649822589e-05,2,1
"primary","Q774","Q774","(107) 7 years",3,13,17,0.0009942493133687,4.64094746549271e-05,0.00241078966735181,3,0
"primary","Q774","Q774","(108) 8 years",3,11,17,-0.00233703290724119,-0.00400644354317198,-0.000444994743126787,0,3
"primary","Q774","Q774","(109) 9 years",2,12,14,-3.30037364071877e-05,-0.000437866058955442,0.000371858586141067,1,1
"primary","Q774","Q774","(110) 10 years",3,15,28,0.000328638926572891,-7.49245110159167e-05,0.000863463289513526,2,1
"primary","Q774","Q774","(111) 11 years",2,12,13,-0.00154832929691283,-0.00250438437559667,-0.000592274218228991,0,2
"primary","Q774","Q774","(112) 12 years",2,11,17,0.00111217677405108,0.000992966060942137,0.00123138748716002,2,0
"primary","Q774","Q774","(115) 15 years",3,19,22,-0.000115516141222926,-0.00026983662166451,0.000166037441456147,1,2
"primary","Q774","Q774","(116) 16 years",3,12,13,-8.6906606951614e-05,-0.000765889825653427,0.000806665628701712,1,2
"primary","Q774","Q774","(119) 19 years",1,10,10,-0.0001108376329844,-0.0001108376329844,-0.0001108376329844,0,1
"primary","Q774","Q774","(120) 20 years",3,16,20,-0.0001731962773401,-0.000454735902416435,3.33647211910076e-07,1,2
"primary","Q774","Q774","(121) 21 years",2,10,13,0.000425568977540114,0.000352147305032869,0.000498990650047359,2,0
"primary","Q774","Q774","(122) 22 years",1,12,12,-0.00124370231153852,-0.00124370231153852,-0.00124370231153852,0,1
"primary","Q774","Q774","(125) 25 years",2,12,16,0.000338383336015533,-0.000244937145498052,0.000921703817529118,1,1
"primary","Q774","Q774","(130) 30 years",3,10,14,-0.000197555800333589,-0.000396427388412949,7.96638716712045e-05,1,2
"primary","Q774","Q774","Not observed / routed",3,16,21,0.000850006566972291,0.000455859382973652,0.00108479217597254,3,0
"primary","Q775","Q775","(1) Yes, in my same state, but different city",3,202,230,-2.95880877180893e-05,-8.09344071308946e-05,6.72833154882222e-05,1,2
"primary","Q775","Q775","(2) Yes, in a different state",3,141,167,8.53812567012221e-05,6.59505322524539e-05,0.00011456763193601,3,0
"primary","Q775","Q775","(3) Yes, in a different country",3,20,37,0.000153096990217644,5.10476744862744e-05,0.000265952057480963,3,0
"primary","Q775","Q775","(4) No, have always lived here my entire life",3,115,124,-0.000129126679131663,-0.000310460983299092,2.05575109885253e-05,1,2
"primary","Q777","Q777","(05) California",3,24,33,0.000128163828314303,-0.00034846961498329,0.000446055639290156,2,1
"primary","Q777","Q777","(10) Florida",2,10,11,0.00267947206824872,0.000478340674753506,0.00488060346174393,2,0
"primary","Q777","Q777","(33) New York",3,29,31,-4.86785912404465e-05,-0.000252537976220754,8.64190606937014e-05,2,1
"primary","Q777","Q777","(44) Texas",2,11,15,-2.57369170866335e-05,-0.000408424796611726,0.000356950962438459,1,1
"primary","Q777","Q777","Not observed / routed",3,354,380,-4.75206862788895e-05,-6.37602930805927e-05,-1.82754812384607e-05,0,3
"primary","Q779","Q779","(01) Another country",3,43,44,4.35073166560216e-05,-3.1584712660007e-06,8.3278957249511e-05,2,1
"primary","Q779","Q779","(04) Arizona",3,10,12,6.80170112318697e-05,-0.000119830493548525,0.000292422604574698,2,1
"primary","Q779","Q779","(06) California",3,70,99,-6.90651944709105e-05,-0.000131530616163067,4.19992555441654e-05,1,2
"primary","Q779","Q779","(11) Florida",3,19,26,0.000126126523479487,4.33558894640202e-05,0.000254590249735202,3,0
"primary","Q779","Q779","(15) Illinois",1,12,12,0.00102320575986838,0.00102320575986838,0.00102320575986838,1,0
"primary","Q779","Q779","(24) Michigan",1,12,12,-0.00572803429529204,-0.00572803429529204,-0.00572803429529204,0,1
"primary","Q779","Q779","(32) New Jersey",1,13,13,9.4371985383326e-05,9.4371985383326e-05,9.4371985383326e-05,1,0
"primary","Q779","Q779","(34) New York",3,47,52,0.000133389500731388,-5.11042634310566e-05,0.000495090829884196,1,2
"primary","Q779","Q779","(45) Texas",3,52,58,0.000176718300031964,4.89782645699555e-05,0.000301021137982144,3,0
"primary","Q779","Q779","Not observed / routed",3,139,152,-5.5028455282219e-06,-0.000121242976550506,0.000153234247487753,1,2
"primary","Q77R1","Q77R1","(1) Yes, I am certain I did that last year",3,359,362,2.6238087849442e-05,3.02115074197581e-06,6.29356750301469e-05,3,0
"primary","Q77R1","Q77R1","(2) I think I did that, I can",3,47,58,-5.6603944989867e-05,-0.000236230853797869,6.91859020803138e-05,1,2
"primary","Q77R1","Q77R1","(3) No, I did not do this, and I am unlikely to do this",3,66,75,-8.4650113231625e-05,-0.000265444790659363,6.68170450556776e-05,1,2
"primary","Q77R1","Q77R1","(4) No, I did not do this, but I might do this in the future",3,16,26,0.00035716605261242,-9.44004973625374e-05,0.0011832038533275,1,2
"primary","Q77R1","Q77R1","(5) No, I did not do this, but I will definitely do this in the future",3,11,18,-0.000121260217935025,-0.000273937470494245,-2.52356428253751e-05,0,3
"primary","Q77R2","Q77R2","(1) Yes, I am certain I did that last year",3,91,102,1.06947613451603e-05,-5.53327366991923e-05,0.000134801478962516,1,2
"primary","Q77R2","Q77R2","(2) I think I did that, I can",3,29,40,0.000197905059029574,4.60991853679445e-05,0.000396659991940009,3,0
"primary","Q77R2","Q77R2","(3) No, I did not do this, and I am unlikely to do this",3,252,264,1.89364827426597e-05,-2.3628141041656e-05,7.37439098654984e-05,2,1
"primary","Q77R2","Q77R2","(4) No, I did not do this, but I might do this in the future",3,80,92,-9.82861143090007e-05,-0.000250107222643413,0.000122389050776653,1,2
"primary","Q77R2","Q77R2","(5) No, I did not do this, but I will definitely do this in the future",3,38,51,-4.73910924676085e-05,-0.000121939461729674,1.26174648004363e-05,1,2
"primary","Q77R3","Q77R3","(1) Yes, I am certain I did that last year",3,85,92,9.32195209516576e-05,8.88129590327255e-06,0.000222122501159852,3,0
"primary","Q77R3","Q77R3","(2) I think I did that, I can",3,25,35,0.000204648751459782,-2.92435979222011e-05,0.000503285771961547,2,1
