"variable","item","verified_short_label","construct","wording_source","codebook_pdf_page","source_type","appended_context","routing_notes","missingness_type","sample_system_missing","base_decision","model1","model2","model3","exclusion_note","label_review","raw_observed","measurement","questionnaire_item","questionnaire_pdf_page"
"Q429_Q440R8","Q429_Q440R8","Q429_Q440R8","Q429_Q440r8: The federal government should advocate the values of Whites - Pleas","ICPSR variable label; may be truncated",378,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q429_Q440R9","Q429_Q440R9","Q429_Q440R9","Q429_Q440r9: The federal government should advocate Christian values - Please in","ICPSR variable label; may be truncated",378,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q429_Q440R10","Q429_Q440R10","Q429_Q440R10","Q429_Q440r10: The federal government should advocate the values of religious min","ICPSR variable label; may be truncated",378,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q429_Q440R11","Q429_Q440R11","Q429_Q440R11","Q429_Q440r11: America must protect and preserve its Christian heritage - Please","ICPSR variable label; may be truncated",379,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q429_Q440R12","Q429_Q440R12","Q429_Q440R12","Q429_Q440r12: America must protect and preserve its multi-religious heritage - P","ICPSR variable label; may be truncated",379,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q441_Q452R1","Q441_Q452R1","Q441_Q452R1","Q441_Q452r1: Been stopped and questioned by the police while in a car. - People","ICPSR variable label; may be truncated",379,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q441_Q452R2","Q441_Q452R2","Q441_Q452R2","Q441_Q452r2: Been stopped and questioned by the police while you were on foot. -","ICPSR variable label; may be truncated",380,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q441_Q452R3","Q441_Q452R3","Q441_Q452R3","Q441_Q452r3: Been charged a fine or fee for a non-criminal infraction, such as d","ICPSR variable label; may be truncated",380,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q441_Q452R4","Q441_Q452R4","Q441_Q452R4","Q441_Q452r4: Been arrested, booked, or charged with a crime. - People come into","ICPSR variable label; may be truncated",381,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q441_Q452R5","Q441_Q452R5","Q441_Q452R5","Q441_Q452r5: Been convicted of a crime, even if you weren't guilty. - People com","ICPSR variable label; may be truncated",381,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q441_Q452R6","Q441_Q452R6","Q441_Q452R6","Q441_Q452r6: Been charged a fine for a criminal conviction. - People come into c","ICPSR variable label; may be truncated",381,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q441_Q452R7","Q441_Q452R7","Q441_Q452R7","Q441_Q452r7: Been on probation or parole. - People come into contact with the cr","ICPSR variable label; may be truncated",382,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q441_Q452R8","Q441_Q452R8","Q441_Q452R8","Q441_Q452r8: Spent time in jail or prison, including juvenile detention. - Peopl","ICPSR variable label; may be truncated",382,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q441_Q452R9","Q441_Q452R9","Q441_Q452R9","Q441_Q452r9: Been the victim of a crime. - People come into contact with the cri","ICPSR variable label; may be truncated",382,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q441_Q452R10","Q441_Q452R10","Q441_Q452R10","Q441_Q452r10: Had a close friend or family member arrested, booked, or charged w","ICPSR variable label; may be truncated",383,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
"Q441_Q452R11","Q441_Q452R11","Q441_Q452R11","Q441_Q452r11: Had a close friend or family member convicted of a crime, even if","ICPSR variable label; may be truncated",383,"Survey item or survey routing field",FALSE,"Original questionnaire route / module retained; system NA not interpreted as a substantive answer","System NA: routing, nonresponse or unavailable; labelled responses preserved",0,"Eligible",TRUE,TRUE,TRUE,"Eligible subject to training-only screening","Code retained; full wording/short label requires review",17545,"Original labelled categories or source type",NA,NA
